,Rank,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,LongURL,TinyURL,Label
2615,1,0,1,0,0,1,0,0,0,1
2616,1,1,0,0,0,1,0,0,1,0
2617,1,1,0,0,0,0,1,1,0,1
2618,1,0,1,0,0,1,0,1,0,1
2619,1,1,0,0,0,0,1,1,0,1
2620,1,1,0,0,0,0,1,0,1,1
2621,1,1,0,0,0,0,0,0,0,0
2622,1,0,1,0,0,1,1,1,0,1
2623,1,0,1,0,0,1,1,1,0,1
2624,1,1,0,0,0,0,1,0,0,1
2625,1,1,0,0,0,0,1,0,0,1
2626,0,1,0,0,0,0,0,0,1,1
2627,0,0,1,0,0,0,0,0,0,0
2628,0,1,0,0,0,0,1,0,1,0
2629,1,0,1,0,0,0,0,1,0,1
2630,1,0,1,0,0,0,0,0,0,1
2631,1,1,0,0,0,0,1,0,0,0
2632,1,0,1,0,0,1,1,1,0,1
2633,0,1,0,0,0,0,1,0,0,0
2634,1,1,0,0,0,0,1,0,0,0
2635,1,1,0,0,0,0,1,0,0,0
2636,1,1,0,0,0,0,0,0,0,1
2637,1,1,0,0,0,0,0,1,0,0
2638,0,1,0,0,0,0,0,0,0,0
2639,1,0,1,0,0,0,0,0,0,1
2640,1,0,1,0,0,0,0,1,0,1
2641,0,0,1,0,0,0,0,0,0,0
2642,1,0,1,0,0,0,1,0,0,1
2643,1,0,1,0,0,0,0,1,0,0
2644,1,1,0,0,0,0,1,0,0,0
2645,1,1,0,0,0,0,0,0,0,0
2646,0,1,0,0,0,0,1,1,0,0
2647,1,1,0,0,0,0,0,0,0,0
2648,1,1,0,0,0,0,0,0,0,0
2649,1,0,1,0,0,0,0,1,0,1
2650,0,1,0,0,0,0,1,0,0,0
2651,1,1,0,0,0,1,1,0,0,1
2652,1,1,0,0,0,0,1,1,0,1
2653,1,1,0,0,0,0,1,0,1,0
2654,1,1,0,0,0,0,0,0,0,0
2655,1,1,0,0,0,0,1,1,0,1
2656,1,0,1,0,0,0,0,0,1,1
2657,0,1,0,0,0,0,1,0,0,0
2658,1,0,1,0,0,0,1,1,0,1
2659,0,1,0,0,0,0,1,0,0,0
2660,1,1,0,0,0,0,0,1,0,1
2661,1,1,0,0,0,1,1,0,0,1
2662,1,1,0,0,0,0,1,0,0,0
2663,0,1,0,0,0,1,1,1,0,1
2664,1,0,1,0,0,0,1,0,0,1
2665,1,0,1,0,0,0,1,1,0,1
2666,0,1,0,0,0,0,1,0,0,0
2667,1,1,0,0,0,0,1,1,0,1
2668,0,1,0,0,0,0,0,0,0,0
2669,1,0,1,0,0,0,1,1,0,1
2670,1,0,1,0,0,0,1,1,0,1
2671,0,1,0,0,0,0,0,0,0,0
2672,1,0,1,0,0,1,1,1,0,1
2673,0,1,0,0,0,0,1,0,0,0
2674,1,0,1,0,0,1,0,1,0,1
2675,1,0,1,0,0,0,1,1,0,1
2676,1,1,0,0,0,0,0,0,0,1
2677,1,0,1,0,0,0,1,1,0,1
2678,1,0,1,1,0,0,1,1,0,1
2679,0,1,0,0,0,0,0,0,0,0
2680,1,1,0,0,0,1,1,1,0,1
2681,1,1,0,0,0,0,1,1,0,1
2682,1,1,0,0,0,0,0,1,0,1
2683,1,0,1,0,0,0,1,0,0,1
2684,1,0,1,0,0,1,1,1,0,1
2685,1,1,0,0,0,1,0,0,0,0
2686,0,1,0,0,0,0,0,0,0,0
2687,1,0,1,0,0,1,1,1,0,1
2688,0,1,0,0,0,0,0,0,0,0
2689,0,1,0,0,0,0,1,0,0,1
2690,1,0,1,0,0,0,1,1,0,1
2691,0,1,0,0,0,0,1,1,1,1
2692,1,1,0,0,0,0,1,0,0,0
2693,1,0,1,0,0,0,0,0,0,1
2694,1,1,0,0,0,0,0,0,0,0
2695,0,0,1,0,0,0,0,0,0,0
2696,1,1,0,0,0,0,1,0,0,1
2697,1,1,0,0,0,0,1,0,0,0
2698,1,0,1,0,0,1,1,1,0,1
2699,1,0,1,0,0,1,1,1,0,1
2700,1,0,1,0,0,0,0,1,0,1
2701,1,1,0,0,0,0,1,1,0,1
2702,0,1,0,0,0,0,1,0,0,0
2703,1,0,1,0,0,0,1,1,0,1
2704,1,1,0,0,0,0,0,1,0,1
2705,1,0,1,0,0,0,1,1,0,1
2706,1,0,1,0,0,0,1,1,0,1
2707,1,1,0,0,0,0,1,0,0,0
2708,1,0,1,0,0,0,0,0,0,0
2709,0,0,1,0,0,0,1,0,0,1
2710,1,0,1,0,0,0,0,0,0,0
2711,0,1,0,0,0,0,0,0,0,0
2712,1,1,0,0,0,0,1,0,0,0
2713,1,1,0,0,0,0,1,0,0,0
2714,0,1,0,0,0,0,0,0,0,0
2715,1,0,1,0,0,0,1,0,0,1
2716,0,1,0,0,0,0,0,0,0,0
2717,1,0,1,0,0,0,0,0,0,1
2718,1,0,1,0,0,0,1,1,0,1
2719,1,1,0,0,0,0,0,1,0,1
2720,1,1,0,0,0,0,1,0,0,1
2721,1,1,0,0,0,0,0,0,0,0
2722,1,1,0,0,0,0,1,0,0,1
2723,0,1,0,0,0,0,1,0,0,0
2724,1,1,0,0,0,0,1,1,0,1
2725,0,0,1,0,0,0,0,0,0,0
2726,1,0,1,0,0,0,0,1,0,1
2727,1,0,1,0,0,0,1,1,0,1
2728,1,1,0,0,0,0,0,0,0,1
2729,1,0,1,0,0,0,1,1,0,1
2730,1,0,1,0,0,1,1,1,0,1
2731,1,1,0,0,0,0,1,1,0,1
2732,1,0,1,0,0,1,1,1,0,1
2733,1,0,1,0,0,0,1,1,0,1
2734,1,1,0,0,0,0,1,1,0,1
2735,0,1,0,0,0,0,0,0,0,1
2736,1,0,1,0,0,0,1,1,0,1
2737,0,1,0,0,0,0,1,0,0,0
2738,0,0,1,0,0,1,1,0,0,0
2739,0,1,0,0,0,0,1,0,0,0
2740,0,1,0,0,0,0,1,0,0,1
2741,1,0,1,0,0,0,1,1,0,1
2742,1,0,1,0,0,1,1,1,0,1
2743,1,0,1,0,0,0,1,0,0,1
2744,1,1,0,0,0,0,1,0,0,1
2745,1,0,1,0,0,0,1,0,0,1
2746,0,1,0,0,0,0,0,0,0,0
2747,1,1,0,0,0,1,0,0,0,0
2748,1,1,0,0,0,1,1,1,0,1
2749,1,1,0,0,0,0,1,0,0,0
2750,1,0,1,0,0,1,0,0,1,1
2751,1,0,1,0,0,0,1,1,0,1
2752,1,0,1,0,0,0,1,0,0,1
2753,1,0,1,0,0,0,1,1,0,1
2754,1,0,1,0,0,0,0,0,0,1
2755,1,0,1,0,0,1,1,1,0,1
2756,0,1,0,0,0,0,0,0,0,0
2757,1,1,0,0,0,0,0,0,0,1
2758,1,0,1,0,0,0,0,1,0,1
2759,0,1,0,0,0,0,0,0,0,0
2760,1,1,0,0,0,0,1,0,1,0
2761,0,0,1,0,0,0,1,0,0,0
2762,0,1,0,0,0,0,1,0,0,0
2763,1,0,1,0,0,0,1,0,0,0
2764,0,1,0,0,0,0,1,0,0,0
2765,0,1,0,0,0,0,0,0,0,1
2766,0,1,0,0,0,0,1,1,0,0
2767,0,1,0,0,0,0,1,0,0,0
2768,1,1,0,0,0,0,1,0,0,0
2769,0,1,0,0,0,0,1,0,0,0
2770,1,1,0,0,0,0,0,0,0,1
2771,1,0,1,0,0,1,1,1,0,1
2772,0,1,0,0,0,0,0,1,0,0
2773,1,0,1,0,0,1,0,0,1,1
2774,0,0,1,0,0,0,1,0,0,0
2775,1,0,1,0,0,0,1,1,0,1
2776,0,1,0,0,0,0,1,0,1,0
2777,1,1,0,0,0,0,1,0,0,0
2778,1,1,0,0,0,0,1,1,0,1
2779,1,1,0,0,0,0,1,0,0,1
2780,1,0,1,0,0,0,1,1,0,1
2781,1,0,1,0,0,0,0,1,0,1
2782,1,0,1,0,0,0,1,1,0,1
2783,1,1,0,0,0,0,0,0,0,0
2784,0,1,0,0,0,0,1,0,0,0
2785,0,0,1,0,0,0,1,0,0,1
2786,1,1,0,0,0,0,1,1,0,1
2787,1,1,0,0,0,0,1,0,0,0
2788,1,0,1,0,0,0,1,1,0,1
2789,1,0,1,0,0,0,0,0,0,0
2790,1,1,0,0,0,0,1,0,1,1
2791,1,0,1,0,0,1,0,0,0,1
2792,0,0,1,0,0,0,1,0,0,0
2793,1,1,0,0,0,0,0,0,0,1
2794,0,1,0,0,0,0,0,0,0,0
2795,1,0,1,0,0,0,1,0,0,1
2796,1,1,0,0,0,0,1,0,0,0
2797,1,0,1,0,0,0,1,0,0,1
2798,1,1,0,0,0,0,1,1,0,1
2799,0,1,0,0,0,0,1,0,0,0
2800,1,0,1,0,0,0,1,1,0,1
2801,1,1,0,0,0,0,1,0,0,0
2802,0,1,0,0,0,1,1,1,0,1
2803,1,1,0,0,0,0,0,0,0,0
2804,1,0,1,0,0,0,1,1,0,1
2805,0,1,0,0,0,0,0,1,0,0
2806,1,0,1,0,0,1,1,1,0,1
2807,1,0,1,0,0,0,1,0,0,0
2808,1,0,1,0,0,0,0,0,1,1
2809,1,1,0,0,0,0,1,0,0,1
2810,0,0,1,0,0,0,0,0,0,0
2811,1,1,0,0,0,0,1,1,0,1
2812,0,1,0,0,0,0,0,0,0,0
2813,1,0,1,0,0,0,1,0,0,0
2814,1,1,0,0,0,0,0,1,0,1
2815,1,0,1,0,0,0,1,1,0,1
2816,1,1,0,0,0,0,1,1,0,1
2817,1,0,1,0,0,1,1,1,0,1
2818,1,1,0,0,0,0,1,1,0,1
2819,1,1,0,0,0,0,0,0,0,1
2820,1,1,0,0,0,0,1,0,0,1
2821,1,1,0,0,0,0,1,1,0,1
2822,1,1,0,0,0,0,0,0,0,1
2823,1,0,1,0,0,0,0,0,0,1
2824,0,1,0,0,0,0,0,0,0,0
2825,1,0,1,0,0,0,1,0,0,0
2826,0,1,0,0,0,0,0,0,0,1
2827,1,1,0,0,0,0,0,1,0,1
2828,1,0,1,0,0,0,1,1,0,1
2829,1,0,1,0,0,0,0,0,0,1
2830,1,0,1,0,0,0,0,1,0,1
2831,1,0,1,0,0,1,0,1,0,1
2832,1,0,1,0,0,0,1,1,0,1
2833,0,0,1,0,0,0,1,0,0,0
2834,1,1,0,0,0,0,0,0,0,0
2835,1,1,0,0,0,0,1,1,0,1
2836,1,1,0,0,0,0,0,0,0,0
2837,1,1,0,1,0,1,1,1,1,1
2838,1,1,0,0,0,0,0,0,0,0
2839,1,0,1,0,0,0,1,1,0,1
2840,0,0,1,0,0,0,1,0,0,1
2841,1,0,1,0,0,0,1,0,0,1
2842,0,0,1,0,0,0,1,0,0,0
2843,0,1,0,0,0,0,0,0,0,1
2844,0,1,0,0,0,0,1,0,1,1
2845,0,0,1,0,0,0,1,0,0,0
2846,1,1,0,0,0,0,0,0,0,0
2847,0,1,0,0,0,0,1,0,0,0
2848,0,0,1,0,0,0,1,0,1,0
2849,0,0,1,0,0,1,1,0,0,0
2850,1,0,1,0,0,0,1,1,0,1
2851,0,1,0,0,0,0,0,0,0,1
2852,1,1,0,0,0,0,0,0,0,1
2853,0,0,1,0,0,0,0,1,0,1
2854,1,1,0,0,0,0,1,1,0,1
2855,1,0,1,0,0,0,0,1,0,1
2856,1,1,0,0,0,0,1,0,1,0
2857,1,0,1,0,0,0,0,0,0,0
2858,0,1,0,0,0,0,0,0,1,1
2859,1,0,1,0,0,0,0,1,0,1
2860,1,1,0,0,0,0,1,1,0,1
2861,1,1,0,0,0,0,0,0,0,0
2862,1,1,0,0,0,0,0,1,0,0
2863,0,1,0,0,0,0,1,1,0,1
2864,1,0,1,0,0,0,1,0,0,1
2865,0,1,0,0,0,0,1,0,1,0
2866,0,0,1,0,0,0,1,1,0,0
2867,1,0,1,0,0,0,0,1,0,1
2868,0,1,0,0,0,1,1,1,0,1
2869,1,1,0,0,0,1,1,0,1,0
2870,1,1,0,0,0,0,1,0,0,0
2871,1,1,0,0,0,0,1,1,0,1
2872,0,0,1,0,0,0,0,0,0,0
2873,0,1,0,0,0,0,0,1,0,1
2874,1,1,0,0,0,0,1,0,0,1
2875,1,0,1,0,0,1,1,1,0,1
2876,0,0,1,0,0,0,0,0,0,0
2877,0,1,0,0,0,1,1,1,0,1
2878,1,0,1,0,0,0,0,1,0,1
2879,0,1,0,0,0,0,1,0,0,1
2880,1,1,0,0,0,0,1,1,0,1
2881,0,1,0,0,0,0,0,0,0,0
2882,1,1,0,0,0,0,1,1,0,1
2883,1,1,0,0,0,0,0,0,1,0
2884,1,0,1,0,0,0,1,1,0,1
2885,0,1,0,0,0,0,1,0,0,0
2886,1,0,1,0,0,0,1,1,0,1
2887,1,1,0,0,0,0,1,1,0,1
2888,0,1,0,0,0,0,0,0,0,1
2889,1,1,0,0,0,0,1,1,1,1
2890,1,1,0,0,0,0,0,0,1,0
2891,0,1,0,0,0,0,1,0,0,0
2892,1,1,0,0,0,0,1,0,1,0
2893,1,0,1,0,0,0,0,1,0,1
2894,0,1,0,0,0,0,1,0,0,1
2895,1,0,1,0,0,1,0,0,0,1
2896,0,1,0,0,0,0,1,0,0,0
2897,1,0,1,0,0,1,1,1,1,1
2898,1,0,1,0,0,0,1,1,0,1
2899,1,1,0,0,0,0,0,0,0,0
2900,0,1,0,0,0,0,1,0,0,0
2901,1,0,1,0,0,0,1,0,0,1
2902,0,0,1,0,0,0,1,0,0,0
2903,1,0,1,0,0,0,0,1,0,1
2904,1,0,1,0,0,1,0,0,0,0
2905,1,0,1,0,0,0,0,0,0,1
2906,1,0,1,0,0,1,1,1,0,1
2907,1,0,1,0,0,0,1,1,0,1
2908,1,0,1,0,0,0,0,1,0,1
2909,1,1,0,0,0,0,1,1,0,1
2910,1,1,0,0,0,0,1,1,0,1
2911,1,1,0,0,0,0,0,0,0,1
2912,1,0,1,0,0,0,0,1,0,1
2913,0,1,0,0,0,0,0,0,0,0
2914,1,1,0,0,0,0,1,1,0,1
2915,0,1,0,0,0,0,1,0,0,0
2916,1,1,0,0,0,0,0,0,0,0
2917,1,1,0,0,0,0,1,1,0,1
2918,0,1,0,0,0,0,1,0,0,0
2919,1,0,1,0,0,1,1,1,0,1
2920,0,1,0,0,0,0,0,1,0,0
2921,0,1,0,0,0,0,0,0,0,0
2922,1,1,0,0,0,0,1,1,0,1
2923,0,1,0,0,0,0,0,1,0,0
2924,1,1,0,0,0,0,1,1,0,1
2925,0,1,0,0,0,0,1,0,0,0
2926,1,1,0,0,0,0,0,0,0,0
2927,1,1,0,0,0,0,1,1,0,1
2928,1,1,0,0,0,0,1,0,0,0
2929,1,1,0,0,0,0,1,1,0,1
2930,1,0,1,0,0,1,1,1,0,1
2931,0,1,0,0,0,0,0,0,0,0
2932,0,1,0,0,0,0,0,0,0,0
2933,1,1,0,0,0,0,1,0,0,0
2934,0,1,0,0,0,0,0,1,0,0
2935,0,1,0,0,0,0,0,0,0,0
2936,1,0,1,0,0,1,1,0,0,1
2937,0,1,0,0,0,0,1,1,0,1
2938,1,0,1,0,0,0,0,1,0,1
2939,1,1,0,0,0,0,1,1,0,1
2940,0,1,0,0,0,1,1,1,0,1
2941,1,1,0,0,0,0,1,1,0,1
2942,1,1,0,0,0,0,0,1,0,1
2943,1,1,0,0,0,0,1,0,0,0
2944,1,1,0,0,0,0,0,1,0,1
2945,1,0,1,0,0,1,0,0,0,1
2946,0,1,0,0,0,0,1,0,0,0
2947,1,0,1,0,0,1,0,0,0,1
2948,1,1,0,0,0,0,1,0,0,0
2949,0,1,0,0,0,0,1,0,0,0
2950,1,1,0,0,0,0,1,1,0,1
2951,1,1,0,0,0,0,1,0,0,0
2952,1,0,1,0,0,0,0,1,0,1
2953,0,1,0,0,0,0,0,0,0,1
2954,1,1,0,0,0,0,1,0,0,1
2955,1,0,1,0,0,1,0,1,0,1
2956,1,1,0,0,0,0,0,1,1,1
2957,1,1,0,0,0,0,1,0,0,1
2958,1,0,1,0,0,0,0,0,0,1
2959,0,1,0,0,0,0,1,0,0,0
2960,1,0,1,0,0,0,1,1,0,1
2961,1,0,1,0,0,0,0,1,0,1
2962,1,0,1,0,0,0,1,1,0,1
2963,0,1,0,0,0,0,0,0,0,0
2964,1,1,0,0,0,0,1,0,0,0
2965,1,1,0,0,0,0,0,0,0,0
2966,0,1,0,0,0,0,0,0,0,0
2967,1,0,1,0,0,0,0,0,0,1
2968,1,1,0,0,0,1,1,0,0,0
2969,0,1,0,0,0,1,1,1,0,1
2970,1,0,1,0,0,0,0,0,0,1
2971,0,0,1,0,0,0,1,0,0,0
2972,0,1,0,0,0,1,1,1,0,1
2973,1,1,0,0,0,0,1,1,1,1
2974,0,1,0,0,0,0,1,1,0,0
2975,1,1,0,0,0,0,0,0,0,0
2976,0,0,1,0,0,0,0,0,0,0
2977,1,1,0,0,0,0,1,1,0,1
2978,1,0,1,0,0,1,1,1,0,1
2979,1,0,1,0,0,0,0,0,0,1
2980,1,1,0,0,0,0,0,0,0,0
2981,1,0,1,0,0,1,1,1,0,1
2982,1,1,0,0,0,1,1,0,0,1
2983,0,1,0,0,0,0,0,0,0,0
2984,0,1,0,0,0,0,1,0,0,0
2985,1,0,1,0,0,0,1,1,0,1
2986,1,1,0,0,0,0,0,0,0,0
2987,1,0,1,0,0,0,1,1,0,1
2988,1,1,0,0,0,0,1,1,0,1
2989,1,0,1,0,0,1,1,0,0,1
2990,1,1,0,0,0,0,0,0,0,1
2991,1,1,0,0,0,0,1,1,0,1
2992,1,0,1,0,0,0,0,0,0,0
2993,1,1,0,0,0,0,0,0,0,1
2994,0,1,0,0,0,1,1,1,0,1
2995,0,1,0,0,0,0,1,0,0,0
2996,1,0,1,0,0,0,1,1,0,1
2997,1,1,0,0,0,0,1,0,0,0
2998,1,0,1,0,0,0,1,0,0,0
2999,1,1,0,0,0,0,0,0,0,0
3000,0,1,0,0,0,0,0,0,0,0
3001,1,0,1,0,0,0,1,0,0,0
3002,1,1,0,0,0,0,0,1,0,1
3003,0,0,1,0,0,0,1,0,0,0
3004,0,1,0,0,0,0,0,0,0,0
3005,1,1,0,0,0,0,1,0,0,1
3006,1,0,1,0,0,0,1,1,0,1
3007,0,1,0,0,0,0,1,0,1,0
3008,1,1,0,0,0,0,0,1,0,1
3009,1,1,0,0,0,0,1,1,0,1
3010,1,1,0,0,0,1,0,0,0,1
3011,1,1,0,0,0,0,0,0,0,0
3012,0,1,0,0,0,0,0,1,0,0
3013,1,1,0,0,0,0,1,1,0,1
3014,0,1,0,0,0,0,0,0,0,0
3015,1,1,0,0,0,1,0,0,0,0
3016,1,0,1,0,0,1,1,0,0,1
3017,1,1,1,0,0,0,1,1,0,1
3018,1,0,1,0,0,0,1,1,0,0
3019,1,0,1,0,0,0,1,1,0,1
3020,1,0,1,0,0,0,0,1,0,1
3021,0,1,0,0,0,1,0,0,0,1
3022,1,1,0,0,0,0,0,1,1,1
3023,0,1,0,0,0,0,0,0,0,0
3024,0,1,0,0,0,0,1,0,0,1
3025,0,0,1,0,0,0,1,0,0,0
3026,1,1,0,0,0,0,0,1,0,1
3027,1,1,0,0,0,0,1,0,0,0
3028,1,1,0,0,0,0,0,0,0,0
3029,1,1,0,0,0,0,1,0,0,0
3030,1,1,0,0,1,0,1,1,0,1
3031,0,0,1,0,0,0,1,0,0,0
3032,0,1,0,0,0,0,1,0,0,0
3033,1,0,1,0,0,0,1,1,0,1
3034,0,1,0,0,0,0,1,0,0,0
3035,1,1,0,0,0,0,0,0,0,1
3036,1,1,0,0,0,0,0,1,0,0
3037,0,1,0,0,0,1,1,1,0,1
3038,1,0,1,0,0,1,1,1,0,1
3039,0,0,1,0,0,0,1,0,0,0
3040,1,1,0,0,0,1,1,1,0,1
3041,1,0,1,0,0,0,1,1,0,1
3042,1,0,1,0,0,1,1,1,0,1
3043,0,1,0,0,0,0,0,0,0,1
3044,0,1,0,0,0,0,0,0,0,0
3045,0,1,0,0,0,1,1,1,0,1
3046,0,1,0,0,0,0,0,0,0,0
3047,1,0,1,0,0,1,1,1,0,1
3048,1,1,0,0,0,0,0,0,0,0
3049,0,1,0,0,0,0,1,0,0,0
3050,0,1,0,0,0,1,1,1,0,1
3051,1,1,0,0,0,0,0,1,0,1
3052,0,1,0,0,0,0,0,0,0,0
3053,1,0,1,0,0,0,1,0,0,1
3054,1,0,1,0,0,0,0,0,0,1
3055,1,0,1,0,0,0,0,1,0,1
3056,1,0,1,0,0,1,1,1,0,1
3057,1,1,0,0,0,0,1,1,0,1
3058,1,0,1,0,0,0,0,1,0,1
3059,1,0,1,0,0,0,0,0,0,1
3060,0,1,0,0,0,0,0,0,0,0
3061,0,1,0,0,0,0,1,0,0,0
3062,1,1,0,0,0,0,1,1,0,1
3063,0,1,0,0,0,0,0,1,0,0
3064,1,1,0,0,0,0,1,1,0,1
3065,1,1,0,0,0,0,1,1,0,1
3066,1,0,1,0,0,0,1,1,0,1
3067,1,0,1,0,0,1,1,1,0,1
3068,0,1,0,0,0,1,0,0,0,0
3069,0,1,0,0,0,0,0,0,0,0
3070,1,1,0,0,0,0,0,0,0,0
3071,1,0,1,0,0,0,1,0,0,0
3072,1,0,1,0,0,1,1,1,0,1
3073,0,1,0,0,0,0,0,0,0,0
3074,1,1,0,0,0,0,1,0,0,0
3075,1,0,1,0,0,0,0,0,0,1
3076,1,1,0,0,0,0,0,0,0,0
3077,1,1,0,0,0,0,0,0,0,1
3078,1,0,1,0,0,0,0,0,0,0
3079,1,0,1,0,0,0,1,0,0,1
3080,1,1,0,0,0,0,0,0,0,1
3081,0,1,0,0,0,1,1,1,0,1
3082,1,0,1,0,0,0,0,0,0,0
3083,0,0,1,0,0,0,1,0,0,0
3084,1,0,1,0,0,1,1,0,0,1
3085,1,0,1,0,0,0,1,1,0,1
3086,1,1,0,0,0,0,1,0,1,0
3087,0,1,0,0,0,0,0,0,1,0
3088,1,0,1,0,0,0,1,0,0,0
3089,1,1,0,0,0,0,1,1,0,1
3090,1,0,1,0,0,1,1,1,0,1
3091,1,0,1,0,0,0,1,1,0,1
3092,1,0,1,0,0,0,0,0,0,1
3093,1,0,1,0,0,0,1,0,0,1
3094,1,0,1,0,0,0,1,1,0,1
3095,1,1,0,0,0,0,1,1,0,1
3096,1,1,0,0,0,0,0,0,0,0
3097,0,1,0,0,0,0,0,1,0,1
3098,1,1,0,0,0,0,1,1,0,1
3099,1,1,1,0,0,0,1,0,0,1
3100,0,0,1,0,0,1,0,1,0,0
3101,1,1,0,0,0,0,1,0,0,1
3102,1,1,0,0,0,0,1,1,0,1
3103,0,1,0,0,0,0,1,0,0,1
3104,0,1,0,0,0,0,0,0,0,1
3105,1,1,0,0,0,1,0,1,0,1
3106,1,0,1,0,0,0,0,1,0,1
3107,1,0,1,0,0,0,0,0,0,0
3108,1,1,1,0,0,0,0,0,0,0
3109,1,0,1,0,0,0,0,1,0,0
3110,0,1,0,0,0,0,0,0,0,0
3111,1,1,0,0,0,0,0,0,0,1
3112,1,1,0,0,0,0,1,1,0,1
3113,1,1,0,0,0,1,1,1,0,1
3114,0,1,0,0,0,0,0,0,0,0
3115,1,0,1,0,0,1,1,1,0,1
3116,1,1,0,0,0,0,1,1,0,1
3117,1,0,1,0,0,1,1,1,0,1
3118,1,1,0,0,0,1,0,0,0,0
3119,1,0,1,0,0,0,1,0,0,1
3120,0,0,1,0,0,0,1,0,0,0
3121,1,1,0,0,0,0,1,1,0,1
3122,0,1,0,0,0,0,0,0,0,0
3123,0,0,1,0,0,0,0,0,0,1
3124,1,1,0,0,0,0,1,0,0,1
3125,1,1,0,0,0,0,1,0,0,0
3126,1,0,1,0,0,1,1,1,0,1
3127,1,1,0,0,0,0,1,1,0,1
3128,0,0,1,0,0,0,1,0,1,1
3129,1,1,0,0,0,0,1,1,0,1
3130,0,0,1,0,0,0,0,0,0,0
3131,0,1,0,0,0,0,0,0,0,0
3132,1,1,0,0,0,1,1,0,0,0
3133,0,1,0,0,0,0,0,0,0,0
3134,0,0,1,0,0,0,0,0,0,0
3135,0,1,0,0,0,0,0,0,0,0
3136,0,1,0,0,0,0,1,0,0,0
3137,1,1,0,0,0,0,1,1,0,1
3138,1,0,1,0,0,0,1,0,0,0
3139,0,1,0,0,0,1,1,1,0,1
3140,1,0,1,0,0,1,1,1,1,1
3141,0,0,1,0,0,0,1,0,0,0
3142,1,0,1,0,0,0,0,1,0,1
3143,1,1,0,0,0,0,1,0,1,1
3144,1,0,1,0,0,0,0,0,0,0
3145,1,0,1,0,0,1,1,1,0,1
3146,1,1,0,0,0,0,1,1,0,1
3147,1,1,0,0,0,0,1,1,0,1
3148,0,1,0,0,0,0,0,0,0,0
3149,1,1,0,0,0,0,0,0,0,0
3150,1,0,1,0,0,0,1,1,0,1
3151,1,0,1,0,0,1,1,1,0,1
3152,1,0,1,0,0,0,1,1,0,1
3153,0,1,0,0,0,1,1,1,0,1
3154,1,0,1,0,0,0,0,1,0,1
3155,1,1,0,0,0,0,1,1,0,1
3156,1,1,0,0,0,0,1,1,0,1
3157,1,0,1,0,0,0,0,0,0,0
3158,1,1,0,0,1,0,0,0,1,1
3159,0,0,1,0,0,0,1,0,0,0
3160,0,0,1,0,0,0,0,0,0,0
3161,1,0,1,0,0,0,0,1,0,1
3162,0,1,0,0,0,1,0,0,1,1
3163,1,1,0,0,0,0,0,1,0,1
3164,1,1,0,0,0,0,1,0,0,1
3165,0,1,0,0,0,0,1,0,0,0
3166,1,0,1,0,0,0,1,1,0,1
3167,1,0,1,0,0,1,1,1,0,1
3168,0,1,0,0,0,0,1,0,0,1
3169,1,1,0,0,0,0,0,0,0,0
3170,0,1,0,0,0,1,1,1,0,1
3171,0,1,0,0,0,0,0,0,0,0
3172,1,0,1,0,0,1,1,1,1,1
3173,1,0,1,0,0,0,1,0,0,1
3174,1,1,0,0,0,0,0,1,0,1
3175,1,0,1,0,0,0,1,1,0,1
3176,0,1,0,0,0,0,0,0,0,0
3177,1,1,0,0,0,0,0,0,1,0
3178,1,1,0,0,0,0,1,1,1,1
3179,0,0,1,0,0,0,1,0,0,0
3180,1,1,0,0,0,0,1,0,0,0
3181,0,0,1,0,0,0,0,0,0,0
3182,1,1,0,0,0,0,1,0,0,1
3183,1,0,1,0,0,0,0,0,0,1
3184,1,0,1,0,0,1,1,0,0,1
3185,1,0,1,0,0,1,1,0,0,1
3186,0,1,0,0,0,0,1,0,1,0
3187,0,0,1,0,0,1,0,0,0,0
3188,1,1,0,0,0,0,0,1,0,1
3189,0,1,0,0,0,0,0,0,0,0
3190,1,0,1,0,0,1,1,0,0,0
3191,1,1,0,0,0,0,0,1,0,1
3192,1,1,0,0,0,0,1,0,1,0
3193,1,0,1,0,0,0,0,0,0,0
3194,1,1,0,0,0,0,1,0,0,0
3195,1,0,1,0,0,0,1,0,0,0
3196,0,1,0,0,0,0,1,1,0,0
3197,1,1,0,0,0,0,1,0,0,1
3198,1,0,1,0,0,0,0,0,1,1
3199,1,1,1,0,0,1,1,1,0,1
3200,1,1,1,0,0,0,1,1,0,1
3201,0,1,0,0,0,0,1,0,1,0
3202,1,0,1,0,0,1,1,1,0,1
3203,1,1,0,0,0,1,1,0,0,1
3204,1,1,0,0,0,1,0,1,0,0
3205,1,0,1,0,0,0,1,0,0,1
3206,0,0,1,0,0,0,1,0,0,0
3207,0,1,0,0,0,1,1,1,0,1
3208,0,1,0,0,0,0,1,0,0,0
3209,1,0,1,0,0,0,1,0,0,1
3210,0,1,0,0,0,0,0,0,0,1
3211,1,0,1,0,0,1,1,1,0,1
3212,1,0,1,0,0,0,0,0,0,1
3213,1,0,1,0,0,0,1,1,0,1
3214,1,0,1,0,0,0,1,0,0,1
3215,1,0,1,0,0,1,1,1,0,1
3216,0,1,0,0,0,0,0,0,0,0
3217,0,1,0,0,0,1,1,1,0,1
3218,1,0,1,0,0,0,1,1,0,1
3219,1,0,1,0,0,0,0,1,0,1
3220,1,1,0,0,0,0,0,0,0,0
